method,query,product_id,score,rank,relevance_score
TF-IDF,baccini black leather jacket floral petite,B078GGN4MR,0.338972,6,0
TF-IDF,baccini black leather jacket floral petite,B07Z97BM6W,0.328321,7,0
TF-IDF,baccini black leather jacket floral petite,B00RBVHWKW,0.310262,8,0
TF-IDF,baccini black leather jacket floral petite,B005OLAK6Y,0.295162,9,0
TF-IDF,baccini black leather jacket floral petite,B08VFH8TZV,0.270426,10,0
TF-IDF,bachelorette gifts for bride funny,B00945XF8Q,0.403812,1,0
TF-IDF,bachelorette gifts for bride funny,B095K7BR7H,0.392116,2,0
TF-IDF,bachelorette gifts for bride funny,B07TWPQZXM,0.39068,3,0
TF-IDF,bachelorette gifts for bride funny,B07DNDRY21,0.35027,4,0
TF-IDF,bachelorette gifts for bride funny,B07D2G13X4,0.300927,5,0
TF-IDF,bachelorette gifts for bride funny,B002U5QCGY,0.296152,6,0
TF-IDF,bachelorette gifts for bride funny,B07SXWYR32,0.296061,7,0
TF-IDF,bachelorette gifts for bride funny,B08T1XMKFD,0.269156,8,0
TF-IDF,bachelorette gifts for bride funny,B08XNG9931,0.245093,9,0
TF-IDF,bachelorette gifts for bride funny,B09BM2M62C,0.235891,10,0
TF-IDF,bachelorette vinyl stickers,B07VC6D4VM,0.359714,1,0
TF-IDF,bachelorette vinyl stickers,B08BBWZ3SS,0.339734,2,0
TF-IDF,bachelorette vinyl stickers,B07NX2RNQ8,0.324844,3,0
TF-IDF,bachelorette vinyl stickers,B07TZ7LR3P,0.316478,4,0
TF-IDF,bachelorette vinyl stickers,B07WZC5ZQP,0.304151,5,0
TF-IDF,bachelorette vinyl stickers,B07WMYWBLW,0.297745,6,0
TF-IDF,bachelorette vinyl stickers,B081M5WHRT,0.281275,7,0
TF-IDF,bachelorette vinyl stickers,B07WLL9GBR,0.276912,8,0
TF-IDF,bachelorette vinyl stickers,B07V32C2XQ,0.267835,9,0
TF-IDF,bachelorette vinyl stickers,B08NJB4YZ3,0.267181,10,0
TF-IDF,back camera car,B07PLVM4KS,0.417289,1,0
TF-IDF,back camera car,B07XTPN52L,0.339092,2,0
TF-IDF,back camera car,B07DVD4J7N,0.334157,3,0
TF-IDF,back camera car,B07DGS11CM,0.325187,4,3
TF-IDF,back camera car,B08156HJJ9,0.325052,5,0
TF-IDF,back camera car,B07FZX888R,0.319581,6,0
TF-IDF,back camera car,B07QVXXVZL,0.311786,7,0
TF-IDF,back camera car,B07WF6NL11,0.310832,8,0
TF-IDF,back camera car,B07SQRWXG4,0.305251,9,0
TF-IDF,back camera car,B081SYLDGF,0.303303,10,0
TF-IDF,back exfoliator brush,B00JXNZZ32,0.303381,1,0
TF-IDF,back exfoliator brush,B07QGY2B2D,0.294773,2,0
TF-IDF,back exfoliator brush,B07QCPCK1S,0.290056,3,0
TF-IDF,back exfoliator brush,B07VFFV33M,0.268704,4,0
TF-IDF,back exfoliator brush,B085J3T4WL,0.26341,5,0
TF-IDF,back exfoliator brush,B07BN6NBNJ,0.258182,6,0
TF-IDF,back exfoliator brush,B018FYTG70,0.252596,7,0
TF-IDF,back exfoliator brush,B082PZ44M9,0.242926,8,0
TF-IDF,back exfoliator brush,B0090UJHDM,0.239925,9,0
TF-IDF,back exfoliator brush,B010CEILRM,0.233293,10,0
TF-IDF,backdrops for photoshoot,B0816PQ2KR,0.325345,1,0
TF-IDF,backdrops for photoshoot,B07JZ141DZ,0.222291,2,0
TF-IDF,backdrops for photoshoot,B07QQRXK3T,0.140264,3,0
TF-IDF,backdrops for photoshoot,B07S1RTP5Y,0.121755,4,0
TF-IDF,backdrops for photoshoot,B08R39HLSQ,0.118784,5,0
TF-IDF,backdrops for photoshoot,B00IU79WRC,0.106513,6,0
TF-IDF,backdrops for photoshoot,B072FP4CLN,0.10376,7,0
TF-IDF,backdrops for photoshoot,B01E1EJ39O,0.103587,8,0
TF-IDF,backdrops for photoshoot,B07J2FTLSZ,0.095989,9,0
TF-IDF,backdrops for photoshoot,B07YC6DKLZ,0.094931,10,0
TF-IDF,backpacks,B07QPBZ23Z,0.518231,1,0
TF-IDF,backpacks,B01HG7L5OO,0.34424,2,0
TF-IDF,backpacks,B07DM475GL,0.325099,3,0
TF-IDF,backpacks,B07TSJP1R5,0.254584,4,0
TF-IDF,backpacks,B07D18VWH6,0.234334,5,0
TF-IDF,backpacks,B07DLB4WZD,0.223163,6,0
TF-IDF,backpacks,B07WPWTLJJ,0.213076,7,0
TF-IDF,backpacks,B07VG1NTYD,0.206933,8,0
TF-IDF,backpacks,B07HZ4V6PW,0.204384,9,0
TF-IDF,backpacks,B01A6BP10Q,0.193421,10,0
TF-IDF,backseat car organizer,B07RNZV64Y,0.402245,1,3
TF-IDF,backseat car organizer,B01DIMTWCS,0.315469,2,0
TF-IDF,backseat car organizer,B00MNSNXEC,0.289374,3,0
TF-IDF,backseat car organizer,B07PLVM4KS,0.274809,4,0
TF-IDF,backseat car organizer,B01ECMRFTA,0.258617,5,0
TF-IDF,backseat car organizer,B07SQQS458,0.22559,6,0
TF-IDF,backseat car organizer,B071F87NTM,0.224012,7,0
TF-IDF,backseat car organizer,B07WG72ZRG,0.221509,8,0
TF-IDF,backseat car organizer,B08TS4RHKG,0.216974,9,0
TF-IDF,backseat car organizer,B07QVXXVZL,0.205329,10,0
TF-IDF,backseat dog cover for car,B09728KG5H,0.362883,1,0
TF-IDF,backseat dog cover for car,B07RNZV64Y,0.261687,2,0
TF-IDF,backseat dog cover for car,B0824VHQGL,0.256896,3,0
TF-IDF,backseat dog cover for car,B07V1H8RBW,0.231795,4,0
TF-IDF,backseat dog cover for car,B003ARUKU0,0.229595,5,0
TF-IDF,backseat dog cover for car,B07HFD78KJ,0.218579,6,0
TF-IDF,backseat dog cover for car,B07PLVM4KS,0.211487,7,0
TF-IDF,backseat dog cover for car,B07QVXXVZL,0.21102,8,0
TF-IDF,backseat dog cover for car,B07G54ZV4L,0.210461,9,0
TF-IDF,backseat dog cover for car,B00LQT9OQA,0.209113,10,0
TF-IDF,backsplash tile for kitchen peel and stick,B0822DJFX3,0.533772,1,0
TF-IDF,backsplash tile for kitchen peel and stick,B076CXSFXH,0.433437,2,0
TF-IDF,backsplash tile for kitchen peel and stick,B07ZV1H3R3,0.424454,3,0
TF-IDF,backsplash tile for kitchen peel and stick,B07LGCG8SV,0.41518,4,0
TF-IDF,backsplash tile for kitchen peel and stick,B076D1L4YM,0.37907,5,0
TF-IDF,backsplash tile for kitchen peel and stick,B075158Z19,0.372894,6,0
TF-IDF,backsplash tile for kitchen peel and stick,B004VQE1P4,0.367195,7,0
TF-IDF,backsplash tile for kitchen peel and stick,B014SUGWJA,0.307194,8,0
TF-IDF,backsplash tile for kitchen peel and stick,B004JJC4N4,0.30595,9,0
TF-IDF,backsplash tile for kitchen peel and stick,B07P9S5S9W,0.278891,10,0
TF-IDF,bae watch red bathing suit,B07BHFV43X,0.36383,1,0
TF-IDF,bae watch red bathing suit,B074V3WSQF,0.360314,2,0
TF-IDF,bae watch red bathing suit,B0722QKD34,0.336583,3,0
TF-IDF,bae watch red bathing suit,B08BR56S83,0.313044,4,0
TF-IDF,bae watch red bathing suit,B089D8GK78,0.311503,5,0
TF-IDF,bae watch red bathing suit,B07PKVBWJG,0.272193,6,0
TF-IDF,bae watch red bathing suit,B00PVN1DC0,0.234779,7,0
TF-IDF,bae watch red bathing suit,B082D7DQGL,0.22999,8,0
TF-IDF,bae watch red bathing suit,B07L129RWT,0.222683,9,0
TF-IDF,bae watch red bathing suit,B009M8WH70,0.202743,10,0
TF-IDF,bag,B07QCJGX49,0.542142,1,0
TF-IDF,bag,B093X15BG5,0.521752,2,0
TF-IDF,bag,B07SNF4DSP,0.472613,3,0
TF-IDF,bag,B07FZL4TZP,0.451912,4,0
TF-IDF,bag,B07YQVCQS5,0.446529,5,0
TF-IDF,bag,B075JL8HTZ,0.424473,6,0
TF-IDF,bag,B074NZHBTS,0.4169,7,0
TF-IDF,bag,B079J4V4G8,0.415124,8,0
TF-IDF,bag,B07MTSSVVK,0.409418,9,0
TF-IDF,bag,B00CAA9JFU,0.398302,10,0
TF-IDF,bag holders for grocery bags,B07NV84Z6H,0.522572,1,0
TF-IDF,bag holders for grocery bags,B07RY4L18K,0.323576,2,0
TF-IDF,bag holders for grocery bags,B07Y4RM371,0.291204,3,1
TF-IDF,bag holders for grocery bags,B0725BBYZ4,0.278396,4,0
TF-IDF,bag holders for grocery bags,B06WPB6PGL,0.254298,5,0
TF-IDF,bag holders for grocery bags,B07PQNFZDF,0.235654,6,0
TF-IDF,bag holders for grocery bags,B07H2VQV65,0.233286,7,0
TF-IDF,bag holders for grocery bags,B07ZPDJDJ8,0.220685,8,0
TF-IDF,bag holders for grocery bags,B07WQZ6T7Y,0.20908,9,0
TF-IDF,bag holders for grocery bags,B074YD5Q3T,0.189291,10,0
TF-IDF,baguette rings for women,B07Y5WTXLD,0.54234,1,0
TF-IDF,baguette rings for women,B079JZLZGS,0.459262,2,0
TF-IDF,baguette rings for women,B09DC31C1V,0.359783,3,0
TF-IDF,baguette rings for women,B09F9SDFX3,0.334793,4,0
TF-IDF,baguette rings for women,B08BFRG634,0.331698,5,0
TF-IDF,baguette rings for women,B0967R8JMV,0.322277,6,0
TF-IDF,baguette rings for women,B097NKD3N3,0.32003,7,0
TF-IDF,baguette rings for women,B011EHY99A,0.302965,8,0
TF-IDF,baguette rings for women,B07LF4NN6M,0.280728,9,0
TF-IDF,baguette rings for women,B0853BH4QC,0.279746,10,0
TF-IDF,"bakblade ""bigmouth"" model",B01KKWRBO0,0.512441,1,0
TF-IDF,"bakblade ""bigmouth"" model",B07Y29XWD7,0.474456,2,0
TF-IDF,"bakblade ""bigmouth"" model",B09FLHWPCK,0.425283,3,0
TF-IDF,"bakblade ""bigmouth"" model",B018FR5V76,0.379923,4,0
TF-IDF,"bakblade ""bigmouth"" model",B0141GTX10,0.368249,5,0
TF-IDF,"bakblade ""bigmouth"" model",B071VRZJ3C,0.350605,6,0
TF-IDF,"bakblade ""bigmouth"" model",B07YXQ3HGQ,0.303799,7,0
TF-IDF,"bakblade ""bigmouth"" model",B075NP447R,0.282621,8,0
TF-IDF,"bakblade ""bigmouth"" model",B092RV9146,0.276391,9,0
TF-IDF,"bakblade ""bigmouth"" model",B08H1MNXNV,0.273847,10,0
TF-IDF,baking supplies,1760524786,0.406971,1,0
TF-IDF,baking supplies,B07CNG23XF,0.400633,2,0
TF-IDF,baking supplies,B08Q7X4KPB,0.344589,3,0
TF-IDF,baking supplies,B07D5JVFV6,0.339489,4,1
TF-IDF,baking supplies,B07LBT6DHM,0.31186,5,0
TF-IDF,baking supplies,B07RYHD9TZ,0.302775,6,0
TF-IDF,baking supplies,B00BJEAY7A,0.291932,7,0
TF-IDF,baking supplies,B06XXSJWLB,0.28873,8,0
TF-IDF,baking supplies,B083QFVKQL,0.2837,9,0
TF-IDF,baking supplies,B0000VZ3YM,0.275526,10,0
TF-IDF,baking trays,1760524786,0.346263,1,0
TF-IDF,baking trays,B01DI9W9ZI,0.341865,2,0
TF-IDF,baking trays,B07CNG23XF,0.34087,3,0
TF-IDF,baking trays,B089NNM84K,0.318972,4,3
TF-IDF,baking trays,B06ZZY5R2Y,0.304017,5,0
TF-IDF,baking trays,B08Q7X4KPB,0.293186,6,0
TF-IDF,baking trays,B07D5JVFV6,0.288847,7,0
TF-IDF,baking trays,B088KQ5J81,0.284228,8,0
TF-IDF,baking trays,B07LBT6DHM,0.26534,9,0
TF-IDF,baking trays,B08DFQ2QR2,0.264814,10,0
TF-IDF,bakugo grenades cosplay,B08D6CXRCW,0.570229,1,0
TF-IDF,bakugo grenades cosplay,B01DY69IKE,0.373042,2,0
TF-IDF,bakugo grenades cosplay,B07BRQVZVX,0.368289,3,0
TF-IDF,bakugo grenades cosplay,B07R2KTPCJ,0.360375,4,0
TF-IDF,bakugo grenades cosplay,B086WBRV1D,0.33328,5,0
TF-IDF,bakugo grenades cosplay,B00VWVW0KE,0.32245,6,0
TF-IDF,bakugo grenades cosplay,B08DHS2X99,0.321131,7,0
TF-IDF,bakugo grenades cosplay,B09D8XY8FR,0.30925,8,0
TF-IDF,bakugo grenades cosplay,B078K7CD7S,0.306231,9,0
TF-IDF,bakugo grenades cosplay,B075B2X1C1,0.298716,10,0
TF-IDF,baldric sword belt,9879000633,0.643673,1,0
TF-IDF,baldric sword belt,B07MRHBW9B,0.570659,2,0
TF-IDF,baldric sword belt,B07C2WDWBT,0.528018,3,0
TF-IDF,baldric sword belt,1473876753,0.524398,4,0
TF-IDF,baldric sword belt,B002VITTH4,0.520752,5,0
TF-IDF,baldric sword belt,B084ZM467H,0.514918,6,0
TF-IDF,baldric sword belt,B07YRFDJDF,0.501579,7,0
TF-IDF,baldric sword belt,0316390429,0.484467,8,0
TF-IDF,baldric sword belt,B07DKZR1DC,0.48205,9,2
TF-IDF,baldric sword belt,B00ESVSV2Q,0.466106,10,0
TF-IDF,ball joint & tie rod tools,B07GSVNMG3,0.380186,1,0
TF-IDF,ball joint & tie rod tools,B01AFLKEMC,0.353674,2,0
TF-IDF,ball joint & tie rod tools,B015ENEFUS,0.337505,3,3
TF-IDF,ball joint & tie rod tools,B081B89NS7,0.336239,4,0
TF-IDF,ball joint & tie rod tools,B082PNDFF5,0.336239,5,0
TF-IDF,ball joint & tie rod tools,B000VS5NNK,0.295456,6,0
TF-IDF,ball joint & tie rod tools,B07BJYD4GM,0.25555,7,0
TF-IDF,ball joint & tie rod tools,B010VWCAEK,0.242809,8,0
TF-IDF,ball joint & tie rod tools,B00HZ7BJ7O,0.234554,9,0
TF-IDF,ball joint & tie rod tools,B0787C31T1,0.232849,10,0
TF-IDF,balloons over broadway,B07L8K5C8Z,0.555954,1,0
TF-IDF,balloons over broadway,B075XC91J1,0.485903,2,0
TF-IDF,balloons over broadway,0307352153,0.474699,3,0
TF-IDF,balloons over broadway,B08GCM8DP5,0.448856,4,0
TF-IDF,balloons over broadway,B07Q3VLR28,0.447513,5,0
TF-IDF,balloons over broadway,B06Y2LB3W6,0.426553,6,0
TF-IDF,balloons over broadway,B071J3YPJ9,0.382666,7,0
TF-IDF,balloons over broadway,B07XFNQ3RT,0.3816,8,0
TF-IDF,balloons over broadway,B07V5QYRPR,0.373401,9,0
TF-IDF,balloons over broadway,B07SKW8LK6,0.37217,10,0
TF-IDF,balt desk,B076F9Y757,0.785534,1,0
TF-IDF,balt desk,B089MC1V99,0.677625,2,0
TF-IDF,balt desk,B07Y4RMJHL,0.526136,3,0
TF-IDF,balt desk,B07Z1SBMMW,0.51902,4,0
TF-IDF,balt desk,B08BPCZH78,0.491595,5,0
TF-IDF,balt desk,B082F5ZLS5,0.486623,6,0
TF-IDF,balt desk,B084FFRPLX,0.486297,7,0
TF-IDF,balt desk,B01MAUGLDO,0.483737,8,0
TF-IDF,balt desk,B06XZV3F8F,0.477603,9,0
TF-IDF,balt desk,B01MT2A5D4,0.465271,10,0
TF-IDF,baltimore ravens youth apparel,B001KFK4Y6,0.339835,1,0
TF-IDF,baltimore ravens youth apparel,B018W2EH38,0.329511,2,0
TF-IDF,baltimore ravens youth apparel,B00UIL2F0E,0.294269,3,0
TF-IDF,baltimore ravens youth apparel,B00UIL2KXQ,0.26243,4,0
TF-IDF,baltimore ravens youth apparel,B01NA9NKCU,0.23952,5,0
TF-IDF,baltimore ravens youth apparel,B07H1W37FL,0.218421,6,0
TF-IDF,baltimore ravens youth apparel,B01KUD6LZY,0.204727,7,0
TF-IDF,baltimore ravens youth apparel,B00F3LLSJI,0.199905,8,0
TF-IDF,baltimore ravens youth apparel,B01BN4QFVO,0.193376,9,0
TF-IDF,baltimore ravens youth apparel,B088KV34V4,0.189974,10,0
TF-IDF,banana plugs,B01B6PB89O,0.436269,1,0
TF-IDF,banana plugs,B01IBMO5NG,0.306066,2,0
TF-IDF,banana plugs,B017F0VNDU,0.301394,3,0
TF-IDF,banana plugs,B06ZZD211F,0.286411,4,0
TF-IDF,banana plugs,B085LGC4NP,0.279871,5,0
TF-IDF,banana plugs,B006U3O566,0.276114,6,3
TF-IDF,banana plugs,B0011MZLEQ,0.260079,7,0
TF-IDF,banana plugs,B07659XZTS,0.257955,8,0
TF-IDF,banana plugs,B00O1KPESI,0.235919,9,0
TF-IDF,banana plugs,B01N0HHD56,0.226968,10,0
TF-IDF,banana toothbrush,B002QYW8LW,0.489578,1,0
TF-IDF,banana toothbrush,B08HR7FDH4,0.459667,2,0
TF-IDF,banana toothbrush,B07FC7L4NJ,0.418477,3,0
TF-IDF,banana toothbrush,B01B6PB89O,0.412029,4,0
TF-IDF,banana toothbrush,B07XMCGT4S,0.408067,5,0
TF-IDF,banana toothbrush,B078BFMQNZ,0.403773,6,0
TF-IDF,banana toothbrush,B0891T7JFH,0.400157,7,0
TF-IDF,banana toothbrush,B07YY6RM7S,0.396479,8,0
TF-IDF,banana toothbrush,B089FBPFHS,0.387836,9,0
TF-IDF,banana toothbrush,B086278CJP,0.380679,10,0
TF-IDF,banda xiaomi band 4,B07B2RKGWQ,0.543336,1,0
TF-IDF,banda xiaomi band 4,B00PLE2ROM,0.517316,2,0
TF-IDF,banda xiaomi band 4,B07VSP1WLY,0.46771,3,0
TF-IDF,banda xiaomi band 4,B0814YHJTG,0.4259,4,0
TF-IDF,banda xiaomi band 4,B07LFSW2W5,0.405026,5,1
TF-IDF,banda xiaomi band 4,B07YTP1M9J,0.384929,6,0
TF-IDF,banda xiaomi band 4,B08GM6G27H,0.349128,7,1
TF-IDF,banda xiaomi band 4,B0824KF6DN,0.346312,8,0
TF-IDF,banda xiaomi band 4,B07V376NPT,0.336015,9,0
TF-IDF,banda xiaomi band 4,B07V6K2L7M,0.316472,10,1
TF-IDF,bandaids,B00LQA5Y4K,0.0,1,0
TF-IDF,bandaids,B07B41FL3L,0.0,2,0
TF-IDF,bandaids,1771642483,0.0,3,0
TF-IDF,bandaids,B00K6Q16GA,0.0,4,0
TF-IDF,bandaids,B098DYQKZ7,0.0,5,0
TF-IDF,bandaids,B07RW3WSVC,0.0,6,0
TF-IDF,bandaids,B0823C5G5B,0.0,7,0
TF-IDF,bandaids,B0797ZCKW3,0.0,8,0
TF-IDF,bandaids,B07YLM1ZC9,0.0,9,0
TF-IDF,bandaids,B000TZ5BZK,0.0,10,0
TF-IDF,bape phone case iphone 11,B07Y8YCZZR,0.518711,1,0
TF-IDF,bape phone case iphone 11,B083NHLDQG,0.50964,2,3
TF-IDF,bape phone case iphone 11,B087929W98,0.454806,3,0
TF-IDF,bape phone case iphone 11,B07VW6BYRW,0.452074,4,0
TF-IDF,bape phone case iphone 11,B07VTM2MYQ,0.443777,5,0
TF-IDF,bape phone case iphone 11,B07Z1Q3ZLW,0.434897,6,0
TF-IDF,bape phone case iphone 11,B08112YF77,0.431863,7,0
TF-IDF,bape phone case iphone 11,B07XYTR734,0.411221,8,0
TF-IDF,bape phone case iphone 11,B07WQV3C7K,0.394997,9,0
TF-IDF,bape phone case iphone 11,B07Y88PCKL,0.394088,10,0
TF-IDF,baptism shoes,B07N785QL3,0.392839,1,0
TF-IDF,baptism shoes,B083HJYT1V,0.323231,2,0
TF-IDF,baptism shoes,B07TS7PRQH,0.319138,3,0
TF-IDF,baptism shoes,B07FL58T2C,0.304754,4,2
TF-IDF,baptism shoes,B07VBR5Q4L,0.302962,5,0
TF-IDF,baptism shoes,B07VJ2KJL5,0.30172,6,3
TF-IDF,baptism shoes,B07WDPXDFT,0.284518,7,0
TF-IDF,baptism shoes,B0896ZDYBT,0.280602,8,0
TF-IDF,baptism shoes,B07QDH2R4T,0.271379,9,0
TF-IDF,baptism shoes,B07VDM12HQ,0.264399,10,0
TF-IDF,barack obama,B00LQA5Y4K,0.0,1,0
TF-IDF,barack obama,B07B41FL3L,0.0,2,0
TF-IDF,barack obama,1771642483,0.0,3,0
TF-IDF,barack obama,B00K6Q16GA,0.0,4,0
TF-IDF,barack obama,B098DYQKZ7,0.0,5,0
TF-IDF,barack obama,B07RW3WSVC,0.0,6,0
TF-IDF,barack obama,B0823C5G5B,0.0,7,0
TF-IDF,barack obama,B0797ZCKW3,0.0,8,0
TF-IDF,barack obama,B07YLM1ZC9,0.0,9,0
TF-IDF,barack obama,B000TZ5BZK,0.0,10,0
TF-IDF,barbie dream house,B008Y79IUE,0.547891,1,0
TF-IDF,barbie dream house,B01E6GGOIK,0.546762,2,0
TF-IDF,barbie dream house,B000ETRDMA,0.54099,3,0
TF-IDF,barbie dream house,B00H1UXIEC,0.536816,4,0
TF-IDF,barbie dream house,B00067U9V2,0.448139,5,0
TF-IDF,barbie dream house,B01JMYPFUE,0.434346,6,0
TF-IDF,barbie dream house,B07GLMHSS8,0.39539,7,0
TF-IDF,barbie dream house,B00MCHGXF0,0.383076,8,0
TF-IDF,barbie dream house,B076MRB11K,0.377903,9,0
TF-IDF,barbie dream house,B07FFNNJR2,0.36585,10,0
TF-IDF,barbie phones,B00H1UXIEC,0.61037,1,0
TF-IDF,barbie phones,B000ETRDMA,0.582052,2,0
TF-IDF,barbie phones,B00067U9V2,0.509542,3,0
TF-IDF,barbie phones,B01JMYPFUE,0.49386,4,0
TF-IDF,barbie phones,B07GLMHSS8,0.449566,5,0
TF-IDF,barbie phones,B00MCHGXF0,0.435565,6,0
TF-IDF,barbie phones,B076MRB11K,0.429683,7,0
TF-IDF,barbie phones,B07FFNNJR2,0.415978,8,0
TF-IDF,barbie phones,B07NQH16SN,0.415827,9,0
TF-IDF,barbie phones,B0777RBN6Q,0.40185,10,0
TF-IDF,barbie stores woth food,B00H1UXIEC,0.544285,1,0
TF-IDF,barbie stores woth food,B000ETRDMA,0.519032,2,0
TF-IDF,barbie stores woth food,B00067U9V2,0.454374,3,0
TF-IDF,barbie stores woth food,B01JMYPFUE,0.44039,4,0
TF-IDF,barbie stores woth food,B07GLMHSS8,0.400891,5,0
TF-IDF,barbie stores woth food,B07NQH16SN,0.388499,6,0
TF-IDF,barbie stores woth food,B00MCHGXF0,0.388406,7,0
TF-IDF,barbie stores woth food,B076MRB11K,0.383161,8,0
TF-IDF,barbie stores woth food,B07FFNNJR2,0.37094,9,0
TF-IDF,barbie stores woth food,B0777RBN6Q,0.358341,10,0
TF-IDF,barnett ghost 360 crossbow,B07FYXD7P5,0.566624,1,0
TF-IDF,barnett ghost 360 crossbow,B01GEQL494,0.534701,2,1
TF-IDF,barnett ghost 360 crossbow,B07HKTD1RN,0.492174,3,0
TF-IDF,barnett ghost 360 crossbow,B07PGQD937,0.414062,4,1
TF-IDF,barnett ghost 360 crossbow,B009HEIHZA,0.386214,5,0
TF-IDF,barnett ghost 360 crossbow,B07889ZY7M,0.380306,6,0
TF-IDF,barnett ghost 360 crossbow,B003DR12YU,0.347619,7,0
TF-IDF,barnett ghost 360 crossbow,B07WR15HZ5,0.339113,8,0
TF-IDF,barnett ghost 360 crossbow,B01G2F0LPU,0.293155,9,0
TF-IDF,barnett ghost 360 crossbow,B06XYXP75G,0.28504,10,0
TF-IDF,base border cleaner tool,B00IOZRZQK,0.241896,1,0
TF-IDF,base border cleaner tool,B07W1DT386,0.226485,2,0
TF-IDF,base border cleaner tool,B0852YT4WL,0.198623,3,0
TF-IDF,base border cleaner tool,B08VRV96GH,0.189276,4,0
TF-IDF,base border cleaner tool,B075WWYBJ7,0.187078,5,0
TF-IDF,base border cleaner tool,B082FP7PG1,0.181059,6,0
TF-IDF,base border cleaner tool,B00KQ6EXHO,0.180878,7,0
TF-IDF,base border cleaner tool,B07D9TQZH2,0.171412,8,0
TF-IDF,base border cleaner tool,B073RCS8GQ,0.169798,9,0
TF-IDF,base border cleaner tool,B00UL7H3RA,0.169774,10,0
TF-IDF,base culture keto bread,B004EQLH26,0.395787,1,0
TF-IDF,base culture keto bread,B082NSTDG5,0.372366,2,0
TF-IDF,base culture keto bread,B074T44BZH,0.354642,3,0
TF-IDF,base culture keto bread,B00UGBUZ1M,0.329317,4,0
TF-IDF,base culture keto bread,B01N9K7W9M,0.326038,5,0
TF-IDF,base culture keto bread,B07RRR8M12,0.316821,6,0
TF-IDF,base culture keto bread,B07RRY1F7D,0.313194,7,0
TF-IDF,base culture keto bread,1618907727,0.304202,8,0
TF-IDF,base culture keto bread,B01MREI02P,0.296453,9,0
TF-IDF,base culture keto bread,1607748657,0.288651,10,0
TF-IDF,baseball backpacks for boys,B097MB6QNM,0.364286,1,0
TF-IDF,baseball backpacks for boys,B06XPNJZK6,0.309731,2,0
TF-IDF,baseball backpacks for boys,B07QPBZ23Z,0.295411,3,0
TF-IDF,baseball backpacks for boys,B07TJJ6NBF,0.289813,4,0
TF-IDF,baseball backpacks for boys,0881063339,0.276556,5,0
TF-IDF,baseball backpacks for boys,B08PJQFN43,0.26464,6,0
TF-IDF,baseball backpacks for boys,B07BKNCMP4,0.263492,7,0
TF-IDF,baseball backpacks for boys,B01GGRS5AC,0.249683,8,0
TF-IDF,baseball backpacks for boys,B01J4EVK56,0.235602,9,0
TF-IDF,baseball backpacks for boys,B08141LTRM,0.234324,10,0
TF-IDF,baseball card boxes,B097MB6QNM,0.470129,1,0
TF-IDF,baseball card boxes,B08141LTRM,0.44302,2,0
TF-IDF,baseball card boxes,B005JZIUZS,0.428929,3,0
TF-IDF,baseball card boxes,B06XPNJZK6,0.381979,4,0
TF-IDF,baseball card boxes,B085X6BS5T,0.371798,5,0
TF-IDF,baseball card boxes,B07TJJ6NBF,0.35992,6,0
TF-IDF,baseball card boxes,0881063339,0.345392,7,0
TF-IDF,baseball card boxes,B08PJQFN43,0.330509,8,0
TF-IDF,baseball card boxes,B01GGRS5AC,0.31183,9,0
TF-IDF,baseball card boxes,B07T32HZWY,0.305889,10,0
TF-IDF,basketball traction board,B07DVTGN52,0.378218,1,0
TF-IDF,basketball traction board,B0892FK24W,0.346999,2,0
TF-IDF,basketball traction board,B077K4VFQ2,0.32725,3,1
TF-IDF,basketball traction board,B07SGX9VNY,0.323666,4,0
TF-IDF,basketball traction board,B002C3BBQK,0.298112,5,0
TF-IDF,basketball traction board,B07VT87KNZ,0.286265,6,0
TF-IDF,basketball traction board,B088M7C6KT,0.266787,7,0
TF-IDF,basketball traction board,B08DDFJ46W,0.25693,8,0
TF-IDF,basketball traction board,B078P8XQ7V,0.24689,9,0
TF-IDF,basketball traction board,B09J7NZXQ3,0.241852,10,0
TF-IDF,bass amp headphones,B07MDCWB1X,0.515168,1,0
TF-IDF,bass amp headphones,B07GFHW6D7,0.384341,2,0
TF-IDF,bass amp headphones,B000GACXMM,0.369847,3,0
TF-IDF,bass amp headphones,B07DGYF95X,0.367219,4,0
TF-IDF,bass amp headphones,B01HPGEY6W,0.358098,5,0
TF-IDF,bass amp headphones,B08419VMRM,0.329739,6,0
TF-IDF,bass amp headphones,B00EHPR50C,0.270638,7,0
TF-IDF,bass amp headphones,B07XZ4SZ7Q,0.269215,8,0
TF-IDF,bass amp headphones,B07ND343JM,0.269075,9,0
TF-IDF,bass amp headphones,B083JLDPDP,0.245572,10,0
TF-IDF,bath & body works hand soap sexy,B075WNQYXW,0.56936,1,0
TF-IDF,bath & body works hand soap sexy,B01IG1J94C,0.383099,2,0
TF-IDF,bath & body works hand soap sexy,B07YYHY9NG,0.380557,3,0
TF-IDF,bath & body works hand soap sexy,B002K5PT7M,0.377106,4,0
TF-IDF,bath & body works hand soap sexy,B0721NRNRW,0.371771,5,0
TF-IDF,bath & body works hand soap sexy,B07CZYGNWV,0.327485,6,0
TF-IDF,bath & body works hand soap sexy,B085ZWY26X,0.323963,7,0
TF-IDF,bath & body works hand soap sexy,B079ZBR8D1,0.307552,8,0
TF-IDF,bath & body works hand soap sexy,B07TJG79HP,0.307498,9,0
TF-IDF,bath & body works hand soap sexy,B00E5M3J16,0.30595,10,0
